"No.","Date","Genre","Bibl","Hit"
"1","1999-08-26","Gesprochene Sprache","Das Literarische Quartett vom 26. August 1999","__speaker__136 __speaker__136 Ich finde das fantastisch geschickt von Goethe und ich finde es auf eine ungeheure und eigentlich auch einzigartige Weise nobel von dem Fürsten ."
"2","1938-03-18","Gesprochene Sprache","Hitler, Adolf, Ein Volk, ein Reich. Deutschland! Sieg Heil!, in: Rede des Führers und Reichskanzlers Adolf Hitler vor dem Reichstag am 18. März 1938","__speaker__284 Sie erschienen so fantastisch und unglaubwürdig , daß sie nur als Gerüchte gewertet wurden ."
