"No.","Date","Genre","Bibl","Hit"
"1","2000-03-06","Gesprochene Sprache","Kronsbein, Joachim, ""Wir werden oft verführt"", in: Der Spiegel 06.03.2000, S. 235-237","__speaker__0 Kremer lebt in Paris und in der Schweiz. - __speaker__433 Herr Kremer , Sie werden seit Jahrzehnten auf der ganzen Welt als herausragender Geiger der klassischen und modernen Literatur gefeiert ."
"2","1998-10-26","Gesprochene Sprache","1. Sitzung des 14. Bundestages","__speaker__3 Wir betrauern ebenfalls den Tod von Manfred Schulte Auch er war ein herausragender Parlamentarier , langjähriger Parlamentarischer Geschäftsführer und Vorsitzender des Bundestagsausschusses für Wahlprüfung , Immunität und Geschäftsordnung ."
