"No.","Date","Genre","Bibl","Hit"
"1","1988-03-25","Gesprochene Sprache","Das Literarische Quartett vom 25. März 1988","__speaker__135 Er zeigt reale Verhältnisse in der Stadt Warschau , er zeigt sie vortrefflich ."
"2","1955-10-28","Gesprochene Sprache","81. Sitzung des Nationalrates der Republik Österreich. VII. Gesetzgebungsperiode. Freitag, 28. Oktober 1955","__speaker__687 Eine noch so vortrefflich ausgebaute Sozialgesetzgebung , eine wohlüberlegte Fürsorge , eine noch so gut gemeinte Befürsorgung von der Wiege bis zum Grabe können nur Stückwerk sein , solange es nicht möglich ist , alle Familien in gesunden und modernen Wohnungen unterzubringen ."
