"No.","Date","Genre","Bibl","Hit"
"122","1997-02-28","Gesprochene Sprache","Das Literarische Quartett vom 28. Februar 1997","__speaker__135 Der Mann hatte es fabelhaft ."
"123","1997-02-28","Gesprochene Sprache","Das Literarische Quartett vom 28. Februar 1997","__speaker__137 __speaker__137 Aber hier - das Faktum der Entführung ist , dass er nicht etwa wählen konnte , werde ich die beiden chinesisch oder französisch sprechen lassen , sondern der eine gab sich als Engländer aus und sprach englisch ; übrigens nicht so fabelhaft , es sind ganz banale - es ist dieses Tausend-Wort-Englisch , das auf jedem Flughafen von allen Leuten der Erde gesprochen wird ."
"124","1997-02-28","Gesprochene Sprache","Das Literarische Quartett vom 28. Februar 1997","__speaker__135 Er zeigt hier die Geschichten von Menschen , die die Vergänglichkeit des Lebens sehen , es ist fabelhaft , er zeigt es in mindestens zwei oder drei Geschichten des Bandes ."
"125","1997-02-28","Gesprochene Sprache","Das Literarische Quartett vom 28. Februar 1997","__speaker__135 Und dann , fabelhaft , eine Idee , er macht etwas , was in der Literatur eine große Tradition hat : Kreuzfahrt ."
"126","1997-02-28","Gesprochene Sprache","Das Literarische Quartett vom 28. Februar 1997","__speaker__135 Fast alles fabelhaft , und alles , wie raffiniert ist das literarisch gemacht , gar keine Frage !"
"127","1996-11-25","Gesprochene Sprache","o.A., Die Kunst des Austernessens, in: Der Spiegel 25.11.1996, S. 156-157","__speaker__636 __speaker__636 Man kann sich nicht in jeder Situation fabelhaft benehmen ."
"128","1996-10-18","Gesprochene Sprache","Das Literarische Quartett vom 18. Oktober 1996","__speaker__135 Und dieser Tod , dieses Sterben , wird in einem ausführlichen Kapitel fabelhaft mit einer ungeheuerlichen Intensität geschildert ."
"129","1996-08-16","Gesprochene Sprache","Das Literarische Quartett vom 16. August 1996","__speaker__135 Der andere : Harig hat seine Jugend , die Geschichten seiner Jugend , vor allem in der Hitlerjugend - das ist das Fabelhafte , die Darstellung der Hitlerjugend ist fabelhaft , ich kenne in der deutschen Literatur kaum etwas Vergleichbares ."
"130","1996-04-26","Gesprochene Sprache","Das Literarische Quartett vom 26. April 1996","__speaker__135 Er sagt : » Die westlichen Leser finden mein Buch toll , exotisch , phantastisch , farbenprächtig , fabelhaft ."
"131","1996-04-26","Gesprochene Sprache","Das Literarische Quartett vom 26. April 1996","__speaker__135 Wie er damit zurande kommt , das ist schon fabelhaft , dass er nachlässt gegen Ende , der Schluss ist schwach von dem Roman , ist auch wahr ."
"132","1996-02-22","Gesprochene Sprache","Das Literarische Quartett vom 22. Februar 1996","__speaker__135 __speaker__135 Der kommt aus Deutschland , er kennt sich zu sehr in Deutschland aus , fabelhaft ."
"133","1996-02-22","Gesprochene Sprache","Das Literarische Quartett vom 22. Februar 1996","__speaker__137 __speaker__137 Er kennt sich in Deutschland fabelhaft aus , ja , ja ."
"134","1996-02-22","Gesprochene Sprache","Das Literarische Quartett vom 22. Februar 1996","__speaker__135 Das Wenige , was über dieses junge Mädchen gesagt wird , das in Cafés , in jämmerlichen Cafés im Warschauer Ghetto , Mozart und Gluck und Verdi und Puccini gesungen hat , ist fabelhaft ."
"135","1996-02-22","Gesprochene Sprache","Das Literarische Quartett vom 22. Februar 1996","__speaker__137 __speaker__137 Auch die Tschaikowsky-Biographie ist fabelhaft recherchiert ."
"136","1996-02-22","Gesprochene Sprache","Das Literarische Quartett vom 22. Februar 1996","__speaker__135 Es sind mir Geschichten , Kurzgeschichten von Updike nach dreißig Jahren noch in Erinnerung , die fabelhaft waren , diese frühen Geschichten dieser Romane ."
"137","1995-12-14","Gesprochene Sprache","Das Literarische Quartett vom 14. Dezember 1995","__speaker__135 Ich habe nichts gelesen , nämlich ich kann auch nicht Italienisch oder zu wenig , aber Deutsch klingt das fabelhaft ."
"138","1995-12-14","Gesprochene Sprache","Das Literarische Quartett vom 14. Dezember 1995","__speaker__135 Das ist eigentlich fabelhaft ."
"139","1995-10-19","Gesprochene Sprache","Das Literarische Quartett vom 19. Oktober 1995","__speaker__135 . . Was Sie hier über das Buch sagen , ist alles fabelhaft !"
"140","1995-10-19","Gesprochene Sprache","Das Literarische Quartett vom 19. Oktober 1995","__speaker__135 Diese Figur ist fabelhaft beschrieben , und was es an Hintergrund gibt , an algerischem Hintergrund , Schule , Kirche , Handel , Alltag und so weiter , ist ja auch oft glänzend geschrieben ."
"141","1995-10-19","Gesprochene Sprache","Das Literarische Quartett vom 19. Oktober 1995","__speaker__135 __speaker__135 Er hat beispielsweise eine Sache fabelhaft gemacht ."
"142","1995-10-19","Gesprochene Sprache","Das Literarische Quartett vom 19. Oktober 1995","__speaker__135 Und zu allem kann er fabelhaft Details schildern ."
"143","1995-10-19","Gesprochene Sprache","Das Literarische Quartett vom 19. Oktober 1995","__speaker__135 Und er geht mit Details fabelhaft um ."
"144","1995-10-19","Gesprochene Sprache","Das Literarische Quartett vom 19. Oktober 1995","__speaker__135 Und ich finde das fabelhaft , dass ein junger Autor mit so einem Buch gekommen ist ."
"145","1995-10-19","Gesprochene Sprache","Das Literarische Quartett vom 19. Oktober 1995","__speaker__135 Und ich finde noch etwas fabelhaft , was ich heute gehört habe ."
"146","1995-10-19","Gesprochene Sprache","Das Literarische Quartett vom 19. Oktober 1995","__speaker__135 Ich glaube , das , was Frau Löffler gesagt hat mit der jüdischen Folklore , die . . . so stark , so fabelhaft in dem Buch drin , und doch hat man hier und da den Eindruck , vielleicht ein bisschen zu viel ."
"147","1995-08-24","Gesprochene Sprache","Das Literarische Quartett vom 24. August 1995","__speaker__135 __speaker__135 Er hat viel später eine Erzählung , Treffen in Telgte , ganz anderer Art fabelhaft geschrieben ."
"148","1995-08-24","Gesprochene Sprache","Das Literarische Quartett vom 24. August 1995","__speaker__135 __speaker__135 Die frühe Lyrik von ihm ist fabelhaft ."
