"No.","Date","Genre","Bibl","Hit"
"21","2000-10-27","Gesprochene Sprache","Das Literarische Quartett vom 27. Oktober 2000","__speaker__173 Das ist wunderbar , damit bürdet sich die Kronauer aber riesiges Material auf , das sie abarbeiten muss , also __speaker__135 Fabelhaft !"
"22","2000-08-18","Gesprochene Sprache","Das Literarische Quartett vom 18. August 2000","__speaker__137 Man fürchtet es auch für sie , denn diese Geschichte , die sie erlebt , ist schrecklich und wunderbar zugleich ."
"23","2000-08-18","Gesprochene Sprache","Das Literarische Quartett vom 18. August 2000","__speaker__139 Und nicht , weil ich mich nicht für triviale und kleine und mittelmäßige Leute interessiere , für die interessiere ich mich sehr , und dann kann ich im Westen Martin Walser lesen oder Genazino , wo ich all diese kleinen Hampels und mittelmäßigen Leute wunderbar , von der kleinbürgerlichen Seele her , beschrieben finde ."
"24","2000-06-30","Gesprochene Sprache","Das Literarische Quartett vom 30. Juni 2000","__speaker__136 Er macht Kariere , er zeigt , dass er sich adaptieren kann an die neuen Gegebenheiten , er weiß , wie er mit dem Finanzamt umgeht , er weiß , wie man einen Secondhand-Autohandel aufzieht , alles das funktioniert wunderbar und er kommt zu Eigentum ."
"25","2000-06-30","Gesprochene Sprache","Das Literarische Quartett vom 30. Juni 2000","__speaker__136 Ich möchte aber auch noch etwas Positives dazu sagen , ich finde es eine geradezu geniale Idee , diesen Mann zu einem Gebrauchtwagenhändler zu machen , denn an dieser Metapher » Gebrauchtwagenhandel « kann man wunderbar den immer noch bestehenden ökonomischen Unterschied , das Wohlstandsgefälle zwischen Westen und Osten ablesen ."
"26","2000-06-30","Gesprochene Sprache","Das Literarische Quartett vom 30. Juni 2000","__speaker__135 __speaker__135 Sie glänzt ihn wunderbar ."
"27","2000-04-14","Gesprochene Sprache","Das Literarische Quartett vom","__speaker__136 Es ist dieser impressionistisches Stil , dieser sehr kolloquiale Stil , den er eingebracht hat , der sich auch wunderbar flüssig und liquide bis heute liest ."
"28","2000-04-14","Gesprochene Sprache","Das Literarische Quartett vom","__speaker__135 Heute ist in der FAZ eine Kritik von Lothar Müller über dieses Buch erschienen , eine sehr gute , sehr richtige , treffende Kritik , wunderbar ."
"29","2000-04-14","Gesprochene Sprache","Das Literarische Quartett vom","__speaker__193 __speaker__193 Aber diesen Betrug , wenn er denn so stattgefunden hat , können sie ja schlecht den Geschichten zur Last legen , die Geschichten sind einfach vorzüglich und wunderbar ."
"30","2000-04-14","Gesprochene Sprache","Das Literarische Quartett vom","__speaker__193 Wenn Herr Karasek sie geschrieben hätte , fände ich sie wunderbar und genauso schön und würde vor ihm auf die Knie fallen ."
"31","2000-02-25","Gesprochene Sprache","Das Literarische Quartett vom 25. Februar 2000","__speaker__136 Diese Geschichte , mit diesem Dingsymbol drinnen , die fand ich schon ganz hervorragend , die ist auch wunderbar durchgearbeitet , die läuft auch in einer Stringenz dann auf eine Pointe zu , die fand ich ganz ausgezeichnet ."
"32","2000-02-25","Gesprochene Sprache","Das Literarische Quartett vom 25. Februar 2000","__speaker__137 Also , ich werde Frau Moor auf der nächsten Buchmesse aus dem Weg gehen , weil sie wirklich wunderbar charmant ist . . . , aber ich kann nicht anders !"
"33","2000-01-10","Gesprochene Sprache","Dettmer, Markus / Sandberg, Britta, ""Das glauben nur Idioten"", in: Der Spiegel 10.01.2000, S. 84-85","__speaker__487 Wenn die beiden sagen , das war für ihre Arbeit , wunderbar ."
"34","1999-12-10","Gesprochene Sprache","Das Literarische Quartett vom 10. Dezember 1999","__speaker__141 Da gibt es eine Figur , Lotte aus Finnland , die wohnt in New York , das finde ich wunderbar ."
"35","1999-12-10","Gesprochene Sprache","Das Literarische Quartett vom 10. Dezember 1999","__speaker__141 Und die letzten Sekunden des Lebens , die sind so wunderbar geschildert , wie ich es selten gelesen habe ."
"36","1999-12-10","Gesprochene Sprache","Das Literarische Quartett vom 10. Dezember 1999","__speaker__141 Dieses erste Kapitel ist für mich ganz wunderbar , weil es sozusagen die Schnur legt für das ganze Buch. Ich sehe darin eine Hysterie , eine absolute Übersteigerung der Wahrnehmung ."
"37","1999-12-10","Gesprochene Sprache","Das Literarische Quartett vom 10. Dezember 1999","__speaker__141 Die Idee , das Konzept , was dahinter steht , finde ich ganz klug und hat mir auch sehr eingeleuchtet , das finde ich wunderbar ."
"38","1999-12-10","Gesprochene Sprache","Das Literarische Quartett vom 10. Dezember 1999","__speaker__141 Es ist wunderbar herausgegeben wie alle Werke von ihm von Ralph Dutli ."
"39","1999-10-29","Gesprochene Sprache","Das Literarische Quartett vom 29. Oktober 1999","__speaker__135 Es ging ihm schlecht , sehr schlecht , und er wurde in Deutschland wunderbar vergessen ."
"40","1999-10-29","Gesprochene Sprache","Das Literarische Quartett vom 29. Oktober 1999","__speaker__137 Es ist wunderbar , wie sie ein Haus beschreibt : Das war mal ein Hurenhaus , dann war es ein Kloster , dann haben es die Frauen übernommen und die haben dann bei den weiblichen Figuren die Unterleiber übermalt oder abgeschlagen ."
"41","1999-08-13","Gesprochene Sprache","Das Literarische Quartett vom 13. August 1999","__speaker__137 Das hat einen ungeheueren Umschwung , und aus dieser Verstörung , der Traum wühlt alles in den beiden auf , das ist ein Arztehepaar , ganz ordentlich und wunderbar mit einem süßen Kind , und das Kind behüten sie auch ."
"42","1999-08-13","Gesprochene Sprache","Das Literarische Quartett vom 13. August 1999","__speaker__137 Für mich ist es dieses Buch , und aus diesem Labyrinth kommt für mich nichts mehr raus , was Sie wunderbar politisch über das Buch erzählen , das ist der Tod dieser politischen Schilderung einer Agonie , die er im letzten Buch noch hervorragend geliefert hat ."
"43","1999-04-23","Gesprochene Sprache","Das Literarische Quartett vom 23. April 1999","__speaker__186 Ich mag diesen Roman aus drei Gründen : Erstens , weil er wunderbar erzählt ist mit den Mitteln des historischen Romans ."
"44","1999-04-23","Gesprochene Sprache","Das Literarische Quartett vom 23. April 1999","__speaker__137 Na , wunderbar intelligent !"
"45","1999-01-22","Gesprochene Sprache","17. Sitzung des 14. Bundestages","__speaker__65 . . Wenn Sie dann noch sagen , wir hätten das Verfassungsgericht auf unserer Seite , kann ich dazu nur sagen : Ja , wunderbar ."
"46","1999-01-22","Gesprochene Sprache","17. Sitzung des 14. Bundestages","__speaker__68 Ich sehe es mit einem lachenden Auge , weil diese Entscheidung wunderbar in unser sozialdemokratisches Konzept hineinpaßt , lang aufgestaute Forderungen von Familien ernst zu nehmen und Zug um Zug umzusetzen ."
"47","1998-12-11","Gesprochene Sprache","Das Literarische Quartett vom 11. Dezember 1998","__speaker__137 __speaker__137 Ja , das ist wunderbar ."
"48","1998-11-10","Gesprochene Sprache","3. Sitzung des 14. Bundestages","__speaker__30 In Ihrer Regierungserklärung haben Sie die geplanten Steuerentlastungen für die Jahre 1999 , 2000 , 2001 und 2002 wunderbar dargestellt , ohne bei den Entlastungen zeitlich zu differenzieren ."
"49","1998-10-30","Gesprochene Sprache","Das Literarische Quartett vom 30. Oktober 1998","__speaker__167 __speaker__167 Ja , man muss dazu sagen , er erzählt eigentlich in einer Art Jugendslang , und ich finde , das hat er sehr wunderbar getroffen ."
"50","1998-10-30","Gesprochene Sprache","Das Literarische Quartett vom 30. Oktober 1998","__speaker__135 Man kann wunderbar weiterleben , ohne das Buch gelesen zu haben ."
"51","1998-08-14","Gesprochene Sprache","Das Literarische Quartett vom 14. August 1998","__speaker__135 __speaker__135 da war aber das Dritte Reich wunderbar ausgeblendet , aber lassen wir mal ."
"52","1998-08-14","Gesprochene Sprache","Das Literarische Quartett vom 14. August 1998","__speaker__137 Die Parallelen liegen auf der Hand , nur dass Roth sie nicht - Ich gratuliere Ihnen , dass Ihr Sohn Mathematiker geworden ist , wunderbar ."
"53","1998-08-14","Gesprochene Sprache","Das Literarische Quartett vom 14. August 1998","__speaker__137 __speaker__137 Ja , wunderbar ."
"54","1998-08-14","Gesprochene Sprache","Das Literarische Quartett vom 14. August 1998","__speaker__162 __speaker__162 Ich glaube nur , dass er sich nicht entscheiden konnte , will ich allen Ernstes das Problem des sterbenden Bruders und das , was der Vater damit macht , erzählen , oder will ich einen Dorfschwank machen im Geheimpolizisten-Milieu , wie es nirgendwo existiert , oder will ich einen alten , dem Tod entgegengehenden Bundespräsidenten schildern , das ist der Schluss der Buches , wunderbar versonnen , fast so schön wie das Gartenhaus ."
"55","1998-06-15","Gesprochene Sprache","o.A., ""Es war ein großes Fest"", in: Der Spiegel 15.06.1998, S. 80-81 u. 84-85","__speaker__587 __speaker__587 Das ist wunderbar ."
"56","1998-02-06","Gesprochene Sprache","Das Literarische Quartett vom 6. Februar 1998","__speaker__135 Sie sagen , » wunderbar erzählt « , und er sagt , » überhaupt nicht erzählen « . In dem deutschen Verbum » erzählen « steckt das Wort » Zahl « . Ich glaube - und bin hier mit Hellmuth Karasek einverstanden - , er erzählt nicht , er zählt auf ."
"57","1997-12-11","Gesprochene Sprache","Das Literarische Quartett vom 11. Dezember 1997","__speaker__135 Und hier ist beispielsweise in den ersten Kapiteln vieles aus dieser Kleinstadt da in England glänzend erzählt : Es ist ein wackeres , braves , solides Dorf , denn die Leute sind alle so solide und so anständig , alles ist wunderbar , und wir ahnen , das ist nur die Fassade ."
"58","1997-12-11","Gesprochene Sprache","Das Literarische Quartett vom 11. Dezember 1997","__speaker__136 Und das Interessante ist , wie sie dort leben , versuchen sie die ganze Zeit sich vorzustellen , wie wunderbar es wäre , im verregneten , verschneiten , kalten , unfreundlichen , finsteren Moskau zu leben , denn nur dort könnte man wirklich leben ."
"59","1997-12-11","Gesprochene Sprache","Das Literarische Quartett vom 11. Dezember 1997","__speaker__135 __speaker__135 Wissen Sie , dies schauderhafte Wort » und so weiter « hat eine Zeitung in Deutschland wunderbar gelöst , nämlich die FAZ ."
"60","1997-11-17","Gesprochene Sprache","o.A., ""Neue Startbahn"", in: Der Spiegel 17.11.1997, S. 126-128","__speaker__511 __speaker__511 Theoretisch wunderbar , das funktioniert in der Realität nicht , weil wir erstens unsere Kunden nicht dirigieren können und wollen und weil zweitens jede Fluggesellschaft nur erfolgreich operieren kann , wenn sie ein gut funktionierendes Drehkreuz hat ."
"61","1997-10-10","Gesprochene Sprache","Das Literarische Quartett vom 10. Oktober 1997","__speaker__137 Es gibt also wahnsinnig viele Adjektive , mit denen man dann immer doch sieht , dass ein Autor , der wunderbar erzählen kann - so eine Brautwerbung oder solche Partys oder solche Situationen einer Bombennacht , wo er sein erstes homosexuelles Erlebnis hat ."
"62","1997-08-14","Gesprochene Sprache","Das Literarische Quartett vom 14. August 1997","__speaker__137 Der Bruder lebt aber bei einer anderen Frau , und sie kommt nun in diese kleinbürgerliche Wohnung und beschreibt den Reichtum , der da ist , und sagt , es ist wunderbar ."
"63","1997-04-25","Gesprochene Sprache","Das Literarische Quartett vom 25. April 1997","__speaker__137 __speaker__137 Das ist also ein Selbstporträt , wunderbar ist daran nur , dass ich erkenne , welche Ego-Kränkung der Autor empfangen hat , dass zwei , drei Kritiker gewagt haben im Laufe seines Lebens zu sagen , dass er nicht ganz so gut schreibt , wie er glaubt ."
"64","1997-04-25","Gesprochene Sprache","Das Literarische Quartett vom 25. April 1997","__speaker__136 Aber diese kleinen Vignetten sind wirklich wunderbar ."
"65","1997-04-25","Gesprochene Sprache","Das Literarische Quartett vom 25. April 1997","__speaker__135 Man liest gerne die Erwähnungen musikalischer Werke , leider sind da immer Adjektive , es ist herrliche Musik , wunderbare Musik , Bach hat wunderbar komponiert , ergreifend ist Schubert , und Mozart ist so herzzerreißend ."
"66","1997-04-25","Gesprochene Sprache","Das Literarische Quartett vom 25. April 1997","__speaker__135 . . Und da gibt es eine erotische Szene , wunderbar , mit dem jungen Arthur , herrlich geschrieben ."
"67","1997-04-25","Gesprochene Sprache","Das Literarische Quartett vom 25. April 1997","__speaker__137 __speaker__137 . . Na ja , wenn das schon erwähnt wird , muss man diese Ehebrüche in den Motels nennen , die haben die Tristesse , wie ich sie seit Lolita . . . . Das ist wunderbar beschrieben : diese Traurigkeit , diese Schäbigkeit , dieses Abgenutzte , dieses Gleich-ins-Bad-Gehen - __speaker__135 Übrigens , Liebe kann auch im abgenutzten Raum ganz schön sein ."
"68","1997-02-28","Gesprochene Sprache","Das Literarische Quartett vom 28. Februar 1997","__speaker__137 Das ist also wunderbar , mit medizinischer Präzision , das ist eine wirklich tolle Schilderung ."
"69","1997-02-28","Gesprochene Sprache","Das Literarische Quartett vom 28. Februar 1997","__speaker__192 Es ist auf diesem Wege , glaube ich , auch eine Apotheose der Literatur in einem eruptiven Hass , den er ausdrückt , also wunderbar satirisch natürlich , eruptiven Hass , und das ist sein Weg , weil kein anderer da ist ."
"70","1997-02-28","Gesprochene Sprache","Das Literarische Quartett vom 28. Februar 1997","__speaker__192 Auf einmal stimmt alles wie in einem Puzzle , und man steht vor einem Phänomen , dass aus so viel Disparatem - auch muss ich zum Ton noch sagen , es ist offenbar in so einem Cockney-haften Englisch offenbar geschrieben , in einem gut übersetzten Ton , also sehr rau , sehr bodenständig , manchmal ein bisschen vulgär , nicht etwa literarische Hochsprache - ein wunderbar stimmiges Mosaik am Ende dasteht ."
"71","1997-02-28","Gesprochene Sprache","Das Literarische Quartett vom 28. Februar 1997","__speaker__136 __speaker__136 Sprachlich besser , weil das Cockney eine wunderbar genaue und auch respektlose Sprache ist ."
"72","1997-02-17","Gesprochene Sprache","o.A., ""Die Schmerzgrenze erreicht"", in: Der Spiegel 17.02.1997, S. 167-169","__speaker__580 Dann betreiben wir großen Aufwand , um die Ware wunderbar zu präsentieren , und dafür kriegen wir von unserem Lieferanten auf die Mütze ."
"73","1996-12-15","Gesprochene Sprache","Das Literarische Quartett vom 15. Dezember 1996","__speaker__140 __speaker__140 Was ich an diesem Buch nicht nur so wunderbar , sondern wundersam finde , ist , dass es zumindest fünf Bücher in sich enthält ."
"74","1996-11-25","Gesprochene Sprache","o.A., Die Kunst des Austernessens, in: Der Spiegel 25.11.1996, S. 156-157","__speaker__636 Ich kann doch nicht einen Eingeladenen anrufen und sagen , vor 14 Tagen fand ich dich ganz wunderbar , aber jetzt habe ich mir es anders überlegt , und ich finde dich jetzt leider ganz beschissen , bleib bitte zu Hause ."
"75","1996-11-25","Gesprochene Sprache","o.A., Die Kunst des Austernessens, in: Der Spiegel 25.11.1996, S. 156-157","__speaker__636 __speaker__636 Das ist ja wunderbar , wenn du das kannst ."
"76","1996-11-11","Gesprochene Sprache","o.A., ""Wie am Lagerfeuer"", in: Der Spiegel 11.11.1996, S. 142-144","__speaker__507 Wenn Madonna die Kontrolle über ihr Material hat , ist sie wunderbar ."
"77","1996-10-18","Gesprochene Sprache","Das Literarische Quartett vom 18. Oktober 1996","__speaker__135 __speaker__135 Ach , wunderbar poetische Passagen ."
"78","1996-10-18","Gesprochene Sprache","Das Literarische Quartett vom 18. Oktober 1996","__speaker__137 Bei jedem Satz sehe ich die wunderbar poetische Mühe ."
"79","1996-04-26","Gesprochene Sprache","Das Literarische Quartett vom 26. April 1996","__speaker__135 Noch ein Wort zu - __speaker__147 . . Es ist wunderbar !"
"80","1996-02-22","Gesprochene Sprache","Das Literarische Quartett vom 22. Februar 1996","__speaker__137 Und diese beiden Romane sind wunderbar ineinander verzahnt und geben auch dem Buch eine makabere Heiterkeit ."
"81","1996-02-22","Gesprochene Sprache","Das Literarische Quartett vom 22. Februar 1996","__speaker__137 __speaker__137 Ich will mal so sagen , damit ich auch mal ein Buch schlecht finde : Das Buch ist der schreckliche Fall eines Pianisten , der wunderbar Klavier spielen kann und auf einmal sagt : Ich will auch Trompete spielen ."
"82","1995-12-14","Gesprochene Sprache","Das Literarische Quartett vom 14. Dezember 1995","__speaker__137 Und das ist ganz wunderbar geschildert mit diesen Irritationen , diesen Irritationen , die sich später erklären ."
"83","1995-12-14","Gesprochene Sprache","Das Literarische Quartett vom 14. Dezember 1995","__speaker__137 Man muss vielleicht dazu sagen , dass Klemperer eines der epochemachenden Werke über das Dritte Reich geschrieben hat , die LTI , die jetzt wieder im Reclam Verlag neu erschienen ist , die Lingua Tertiae Imperii , die eine wunderbar genaue Analyse der Barbarisierung der Sprache , und nicht nur der Sprache , der Gesten ist ."
"84","1995-12-14","Gesprochene Sprache","Das Literarische Quartett vom 14. Dezember 1995","__speaker__137 Das ist eine wunderbare Versammlung von Erinnerungen von Schulfreunden , Geliebten , Dienstmädchen , die Kafka erlebt haben und die nicht alle wussten , dass er eines Tages Kafka wird , die nur aufgeschrieben haben , wie er im normalen Leben war , und es tritt einem ein wunderbar rücksichtsvoller , witziger und angenehmer Mensch noch einmal entgegen ."
"85","1995-10-19","Gesprochene Sprache","Das Literarische Quartett vom 19. Oktober 1995","__speaker__181 __speaker__181 Das stimmt nicht , es ist ja wirklich wunderbar geschrieben ."
