"No.","Date","Genre","Bibl","Hit"
"11","2001-05-04","Gesprochene Sprache","Das Literarische Quartett vom 4. Mai 2001","__speaker__139 Da sieht man , wie er wunderbar Literatur und Leben immer ineinander übergehen lässt , ähnlich macht er es mit Filmen , Filmhandlungen oder auch Filmrequisiten , wie in der Erzählung über den Stab Moses , den er einfach so in einer Art Flohmarkt kauft ; eine Filmrequisite , die ihm dann aber , dem Helden , bei einem Brand wirklich das Leben rettet , weil sie ihm den Weg aus diesem brennenden Zimmer weist ."
"12","2001-05-04","Gesprochene Sprache","Das Literarische Quartett vom 4. Mai 2001","__speaker__135 Und das tut er in diesem Roman und das ist wunderbar ."
"13","2001-03-19","Gesprochene Sprache","Reiermann, Christian / Steingart, Gabor, ""Kein Grund zur Hektik"", in: Der Spiegel 19.03.2001, S. 84-87","__speaker__128 __speaker__128 Wenn Sie mit dem Sparen anfangen , läuft alles wunderbar , dann finden das alle in Ordnung ."
"14","2001-03-02","Gesprochene Sprache","Das Literarische Quartett vom 2. März 2001","__speaker__139 Und das macht das Buch so wirklich absolut lesenswert , weil es lehrreich und übrigens auch wunderbar geschrieben ist ."
"15","2001-03-02","Gesprochene Sprache","Das Literarische Quartett vom 2. März 2001","__speaker__181 Und ich glaube , dass das Buch auch deswegen so wunderbar zu lesen ist , weil es anschließt an die Tradition der Sachlichkeit , mit der er aufgewachsen ist ."
"16","2001-03-02","Gesprochene Sprache","Das Literarische Quartett vom 2. März 2001","__speaker__137 Die große Liebe in dem Buch wird auch so geschildert , dass sich der Held beispielsweise daran erinnert und sagt : » Sie hat mit ihrer Hand meinen Penis so wunderbar masturbiert und das ist die große Liebe ."
"17","2000-12-15","Gesprochene Sprache","Das Literarische Quartett vom 15. Dezember 2000","__speaker__135 Ich schaue mir ein Bild von Herrn Breughel an , Die Bauernhochzeit oder irgendetwas : Mich interessieren Bauern nicht , aber wenn sie gut gemalt sind wie Herr Breughel , dann ist das wunderbar , ja ?"
"18","2000-12-15","Gesprochene Sprache","Das Literarische Quartett vom 15. Dezember 2000","__speaker__139 Ich habe nur bei den anderen Sachen gedacht - vielleicht ist es nur mir so gegangen - ich fand die Dialoge wunderbar ."
"19","2000-12-15","Gesprochene Sprache","Das Literarische Quartett vom 15. Dezember 2000","__speaker__139 __speaker__139 Hier haben Sie wirklich mal eine Figur , die so was wie dem Namenlosen gleicht , und das finde ich - __speaker__137 Ich bin , glaube ich , der Einzige , der Schlosser und Ärzte mag , hier in diesem Raum , . . . ich interessiere mich auch für Schlosser . . . . TSp : Das freut mich für den Karasek , aber schon die Beschreibung ihrer Dummheit ist so wunderbar , das ist ja Fernsehen avant la lettre ."
"20","2000-10-27","Gesprochene Sprache","Das Literarische Quartett vom 27. Oktober 2000","__speaker__135 __speaker__135 Ja , Liebe __speaker__173 Das ist wunderbar !"
